3.761286694106358478e-15,2.227525491920566425e-02,4.462695737731076389e-16,0.000000000000000000e+00,9.777247455786607366e-01,5.968568096174038237e-14
7.390166964925096726e-01,4.775629012405190749e-02,5.956080127425747439e-02,4.828057284725427445e-02,1.053856392619266918e-01,0.000000000000000000e+00
4.859698847616630291e-01,1.873501354054951662e-16,0.000000000000000000e+00,0.000000000000000000e+00,5.140301152383368599e-01,1.110223024625156540e-16
9.077574437228808080e-01,9.224255627711930305e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.569924745759010420e-16,0.000000000000000000e+00
9.999999999999997780e-01,8.326672684688674053e-16,0.000000000000000000e+00,2.775557561562891351e-16,0.000000000000000000e+00,5.551115123125782702e-17
9.931638340385509102e-18,1.969811399772527366e-02,9.283018728909725459e-01,1.327302114982516155e-17,1.203065071481316518e-17,5.200001311130477560e-02
3.565651050102004030e-16,1.355219400251868525e-14,9.656561242811257939e-01,3.434387546298297428e-02,0.000000000000000000e+00,4.995108860483384218e-15
9.096927633843714389e-01,0.000000000000000000e+00,9.030723526994721695e-02,7.285838599102589797e-17,0.000000000000000000e+00,2.046973701652632371e-16
5.549889827580859469e-01,4.474225874494004024e-02,1.389282266520579440e-16,6.754481934786725641e-17,4.002687584969740753e-01,0.000000000000000000e+00
4.093996478161222030e-01,0.000000000000000000e+00,1.942011731249716766e-01,1.041035608836259341e-01,2.922956181752802141e-01,0.000000000000000000e+00
3.278594349556904208e-02,0.000000000000000000e+00,5.854691731421723944e-18,8.724292025581088517e-01,6.964340358808830678e-02,2.514145035823370927e-02
2.221886981544913264e-01,1.219727444046192488e-19,3.658473717882184117e-01,6.832151414234829967e-02,3.075958365123961369e-01,3.604657940254587384e-02
0.000000000000000000e+00,8.276233593229584407e-02,0.000000000000000000e+00,5.004631323101983026e-02,0.000000000000000000e+00,8.671913508366844159e-01
2.804486056655090488e-16,1.597613581431417754e-02,3.382757867039306471e-16,2.014306080969469873e-16,9.840238639476222016e-01,7.869007828598330686e-15
8.437694987151189707e-15,0.000000000000000000e+00,1.000000000000000000e+00,1.354472090042690979e-14,1.798561299892753595e-14,0.000000000000000000e+00
2.785445801451342795e-01,0.000000000000000000e+00,6.395971515053736622e-01,4.670110699588864179e-17,5.551115123125782702e-17,8.185826834949208597e-02
1.203658891468429591e-18,0.000000000000000000e+00,9.583936538312440301e-02,9.041606346168754582e-01,3.295974604355933479e-17,0.000000000000000000e+00
0.000000000000000000e+00,9.137272245284271399e-01,3.887654045085186955e-16,1.361735082448098094e-15,4.665767970489085311e-17,8.627277547157204129e-02
3.017783257643291068e-16,4.893681237289355668e-01,1.899953757319331775e-16,2.992427167777947361e-15,1.119843456751397466e-15,5.106318762710603254e-01
3.338572687025053165e-01,2.775557561562891351e-17,5.551115123125782702e-17,7.632783294297951215e-17,0.000000000000000000e+00,6.661427312974944615e-01
3.944852227636383990e-01,6.055147772363631553e-01,0.000000000000000000e+00,5.898059818321144121e-16,0.000000000000000000e+00,0.000000000000000000e+00
4.440892098500626162e-16,6.439293542825907934e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.999999999999980016e-01
7.445106429133582226e-01,2.554893570866423880e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.054184931159056759e-16,0.000000000000000000e+00
7.084800848835366427e-01,0.000000000000000000e+00,6.938893903907228378e-18,3.747002708109903324e-16,2.915199151164633573e-01,3.469446951953614189e-16
3.192706750376334696e-02,9.812029660993815128e-18,2.048326711062936623e-02,6.379145053013201005e-01,2.586497277933216266e-01,5.102543229096530991e-02
0.000000000000000000e+00,2.221766034195390802e-16,1.011044933844206101e-01,3.955236743824933066e-02,0.000000000000000000e+00,8.593431391773301842e-01
0.000000000000000000e+00,9.915557407119049982e-01,0.000000000000000000e+00,8.444259288096259489e-03,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.084821452783216955e-14,5.795364188543317141e-14,1.000000000000000000e+00,0.000000000000000000e+00
1.776356839400250465e-15,0.000000000000000000e+00,1.000000000000000000e+00,6.661338147750939243e-15,9.325873406851314940e-15,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.054711873393898713e-14,0.000000000000000000e+00
1.467700678615356004e-02,7.102460398980654510e-01,0.000000000000000000e+00,3.346013272668464655e-02,1.812243931309520661e-16,2.416168205890960874e-01
6.031756508021494308e-16,9.999999999999955591e-01,8.326672684688674053e-16,4.143098774933293169e-15,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.578962927662420709e-16,2.832215802352686503e-16,5.810856368047494843e-17,5.979635901413653531e-01,4.020364098586340917e-01
0.000000000000000000e+00,0.000000000000000000e+00,5.329022847229825804e-02,3.842831506202779024e-02,9.082814564656741529e-01,0.000000000000000000e+00
6.586869859008451789e-01,3.024290726432471432e-01,1.502270530195914944e-15,2.230872885244190092e-15,3.888394145590359785e-02,3.749114776361748875e-16
6.306066779870889150e-14,2.020605904817784904e-13,0.000000000000000000e+00,9.999999999996220801e-01,0.000000000000000000e+00,1.967315199635777390e-13
1.337083261026100086e-17,8.628784712861724548e-01,1.668914793015457282e-02,1.204323802840099739e-01,0.000000000000000000e+00,3.372276189104508385e-17
0.000000000000000000e+00,0.000000000000000000e+00,9.992007221626408864e-16,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.552713678800500929e-15,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.551914400963141816e-15,0.000000000000000000e+00
1.046814747843019083e-15,1.070096168895940129e-15,0.000000000000000000e+00,1.026956297778269800e-15,2.453151515729720258e-16,9.999999999999980016e-01
9.717939093955210161e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.820609060447913999e-02,0.000000000000000000e+00,2.808083626737456484e-17
9.467448014980995863e-01,1.411631228576126773e-16,5.325519850190049698e-02,0.000000000000000000e+00,1.549324904481785836e-16,4.250072516143177381e-17
3.625973214694716591e-16,7.966723006145610688e-16,8.881784197001252323e-16,2.331468351712828735e-15,0.000000000000000000e+00,9.999999999999956701e-01
0.000000000000000000e+00,9.999999999999991118e-01,2.262946774411744855e-15,0.000000000000000000e+00,1.110223024625156540e-16,0.000000000000000000e+00
1.379215397581632753e-16,0.000000000000000000e+00,1.258115890796594472e-01,0.000000000000000000e+00,2.082994624907541071e-16,8.741884109203412745e-01
5.836528914199892205e-17,0.000000000000000000e+00,5.647753844422598313e-01,3.467710722061628087e-02,4.005475083371239364e-01,5.916395725168688671e-17
2.751269103732845167e-01,2.247270667228547236e-01,8.845635880372558837e-03,2.988569407138402800e-16,4.913003870234879944e-01,9.171672752869564071e-18
4.952938201114710504e-01,6.732345368629239128e-17,1.721913694998918887e-01,4.980073551388720238e-02,2.827140748747496990e-01,6.173779860523174262e-17
5.448303395121114612e-01,1.387778780781445676e-17,1.946977674931114066e-01,0.000000000000000000e+00,2.604718929947772987e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.099015405931936584e-16,5.236239703325149542e-01,0.000000000000000000e+00,4.763760296674851569e-01,5.741934705483231483e-16
0.000000000000000000e+00,1.665334536937734811e-16,6.152629750129150477e-01,7.550378754036823377e-18,3.847370249870849523e-01,0.000000000000000000e+00
0.000000000000000000e+00,4.320449307181224441e-01,9.041633274851224034e-02,5.329539106122845038e-02,4.242433454721367680e-01,8.488750307890994202e-18
3.777667462313620550e-02,3.313321839115701550e-16,5.533767888366014631e-16,0.000000000000000000e+00,9.622233253768631700e-01,0.000000000000000000e+00
2.949644226406932015e-16,5.823372237821854841e-02,1.098193353532924410e-01,1.086102016741910536e-01,0.000000000000000000e+00,7.233367405942977557e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.131210858750614889e-01,6.300352404982416388e-02,6.238753900751143888e-01,4.023511073138668820e-17
2.354867208037408487e-16,0.000000000000000000e+00,4.373690297085651713e-01,3.267044316820523677e-16,5.626309702914346067e-01,5.341254161571107170e-17
0.000000000000000000e+00,4.132045464550128111e-01,1.669133058269497258e-14,9.477200363639474657e-15,5.867954535449860787e-01,8.383661582455911499e-16
9.039239664044674251e-17,0.000000000000000000e+00,3.867023546313863025e-01,1.673217923073243704e-16,6.132976453686136420e-01,5.296079608329779650e-17
9.999999999999995559e-01,0.000000000000000000e+00,2.220446049250313081e-16,1.665334536937734811e-16,1.249000902703301108e-16,9.020562075079396891e-17
